Number_of_announcements,Number_of_announced_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Number_of_duplicate_announcements,Maximum_edit_distance,Maximum_AS_path_length,Number_of_Interior_Gateway_Protocol_IGP_packets,Labels
154,551,8,8,172,2.8,34,145,Normal
168,607,6,7,341,3,14,160,Normal
80,220,7,7,88,1.4,19,80,Normal
68,133,7,7,60,1.2,14,68,Normal
111,159,6,6,66,2.1,14,111,Normal
109,145,6,6,45,1.9,15,109,Normal
86,121,5,5,52,1.5,12,87,Normal
78,127,7,7,46,3.8,10,213,Normal
15607,58067,5,6,811,264,19,14918,Normal
5153,18392,5,6,111,94,19,5332,Normal
10135,56746,5,5,2389,169,19,9524,Normal
9889,37335,5,6,562,165,19,9325,Normal
78,137,5,5,43,1.5,13,65,Normal
128,261,7,7,80,2.3,12,125,Normal
98,234,7,7,86,1.7,15,98,Normal
51,92,7,7,31,0.9,16,51,Normal
86,270,7,7,107,1.6,15,86,Normal
76,163,6,6,87,1.3,13,76,Normal
102,195,6,7,68,1.8,12,101,Normal
113,237,6,6,93,2,12,110,Normal
87,213,6,6,116,1.6,15,82,Normal
116,196,6,6,72,2.1,14,112,Normal
94,164,5,5,75,1.7,14,92,Normal
122,275,7,7,96,2.2,15,113,Normal
68,135,6,7,79,1.2,16,65,Normal
53,109,6,6,38,1,13,53,Normal
48,69,6,6,20,0.9,11,48,Normal
71,112,6,6,34,1.3,10,69,Normal
65,93,6,6,51,1.2,8,65,Normal
65,116,7,7,41,1.2,12,61,Normal
94,145,8,8,56,1.7,16,93,Normal
113,228,6,6,55,2,13,107,Normal
132,364,6,7,141,2.4,15,134,Normal
165,805,7,7,315,2.8,15,163,Normal
90,284,7,7,78,1.6,15,88,Normal
94,163,7,7,64,1.7,14,91,Normal
94,141,7,7,48,1.7,11,89,Normal
82,184,6,6,77,1.5,15,73,Normal
52,62,6,6,21,100,14,47,Normal
118,409,6,6,145,2.1,10,113,Normal
108,438,6,6,139,1.9,10,108,Normal
143,729,5,6,337,2.5,16,138,Normal
113,638,5,5,300,1.9,11,113,Normal
82,143,6,6,48,1.5,13,76,Normal
95,161,6,6,46,1.7,13,92,Normal
121,199,8,8,38,2.1,14,119,Normal
382,730,6,6,541,6.5,16,381,Normal
63,97,6,6,53,1.2,12,54,Normal
49,99,6,6,38,0.8,13,47,Normal
64,102,6,6,40,1.2,14,64,Normal
77,153,6,6,62,1.4,11,77,Normal
57,100,6,6,26,1,7,54,Normal
74,156,6,6,45,1.3,11,74,Normal
88,176,6,6,50,1.9,16,109,Normal
64,199,7,7,187,2.3,14,125,Normal
129,232,8,9,112,3.2,16,169,Normal
62,145,8,8,64,1.4,19,68,Normal
78,112,8,9,41,1.8,19,106,Normal
116,200,8,9,70,2.6,21,146,Normal
70,108,9,10,37,1.7,22,88,Normal
44,59,7,7,22,2.2,25,119,Normal
86,128,6,6,36,1.6,12,92,Normal
83,132,7,7,66,1.5,14,83,Normal
100,658,6,6,571,1.8,10,100,Normal
80,408,6,6,119,2.5,14,137,Normal
127,393,8,9,130,3.6,17,202,Normal
289,501,7,8,237,5.3,18,307,Normal
99,193,8,9,68,2.1,23,119,Normal
79,152,8,8,43,1.9,24,97,Normal
98,192,8,10,88,2.3,25,123,Normal
51,98,8,8,32,2.2,29,112,Normal
79,129,6,6,58,2.1,20,111,Normal
84,185,6,7,41,1.9,15,102,Normal
76,125,6,7,49,1.4,16,76,Normal
122,208,7,7,90,2.1,13,119,Normal
85,124,6,6,39,1.5,12,81,Normal
112,185,7,7,55,2,14,110,Normal
95,147,6,6,48,1.8,13,98,Normal
105,176,6,7,59,2.8,15,151,Normal
107,151,6,6,56,2.7,9,149,Normal
95,153,7,7,60,1.7,11,96,Normal
102,156,6,6,50,1.8,10,98,Normal
84,134,6,6,46,1.4,8,80,Normal
67,103,7,7,33,1.3,17,66,Normal
153,896,6,7,276,2.9,15,153,Normal
113,242,6,7,95,2.1,13,113,Normal
129,823,7,7,205,2.4,15,127,Normal
137,524,6,6,76,2.4,12,133,Normal
56,116,5,5,34,1,8,56,Normal
90,202,6,6,62,1.6,12,89,Normal
99,147,6,6,40,1.8,13,98,Normal
98,134,6,7,57,1.7,13,90,Normal
92,141,6,7,32,1.7,14,85,Normal
100,158,7,7,67,1.9,15,95,Normal
110,169,7,7,53,1.9,19,110,Normal
88,132,6,6,55,1.6,13,87,Normal
41,73,6,6,29,0.8,10,44,Normal
88,178,6,6,41,1.6,12,82,Normal
99,208,6,6,55,1.8,12,98,Normal
97,215,6,6,58,1.8,18,89,Normal
97,207,6,6,84,1.7,12,92,Normal
122,262,5,5,101,2.2,14,116,Normal
95,132,5,5,50,1.8,10,92,Normal
81,129,5,5,60,1.5,11,80,Normal
104,189,6,6,58,1.9,21,104,Normal
109,263,7,7,107,2,22,112,Normal
155,343,6,6,154,2.7,16,156,Normal
66,116,6,6,67,1.3,13,68,Normal
87,180,7,7,85,1.8,14,101,Normal
94,165,6,6,50,1.7,13,93,Normal
82,171,7,7,66,1.4,16,84,Normal
77,117,6,6,22,1.4,10,80,Normal
69,118,6,6,34,1.3,11,70,Normal
139,263,7,7,121,2.6,16,133,Normal
95,138,6,6,42,1.7,12,83,Normal
99,133,6,6,55,200,13,112,Normal
62,156,5,5,89,1.1,8,62,Normal
55,84,6,6,23,1.1,13,52,Normal
53,116,5,5,42,1,9,47,Normal
64,156,5,5,67,1.2,9,59,Normal
91,160,5,5,52,1.7,8,81,Normal
115,259,7,6,100,2.2,14,115,Normal
97,206,6,6,66,2,15,105,Normal
71,164,7,7,75,1.3,12,69,Normal
100,186,6,6,65,1.9,13,99,Normal
96,215,6,6,88,1.8,15,101,Normal
82,199,5,5,82,1.5,11,80,Normal
92,251,6,6,68,1.6,20,87,Normal
88,266,6,6,183,1.6,10,82,Normal
110,177,5,6,92,2,11,101,Normal
95,144,6,6,56,1.7,14,95,Normal
89,245,6,6,87,1.5,12,88,Normal
92,192,7,7,55,1.6,14,90,Normal
103,242,6,6,84,1.9,10,97,Normal
94,157,5,5,62,1.7,10,81,Normal
90,153,6,6,70,1.6,29,82,Normal
111,217,6,5,64,2,11,102,Normal
121,217,6,6,89,2.2,19,113,Normal
122,298,5,5,106,2.1,13,115,Normal
65,112,6,6,26,1.2,12,59,Normal
114,240,5,5,91,2,11,107,Normal
68,111,6,6,32,1.3,19,63,Normal
75,149,5,5,37,1.4,8,74,Normal
111,175,5,5,59,1.9,8,102,Normal
103,192,6,6,49,1.9,14,93,Normal
150,299,6,6,119,2.7,14,146,Normal
79,191,6,6,44,1.4,14,78,Normal
90,167,6,7,70,1.6,16,90,Normal
97,173,7,7,54,1.8,15,91,Normal
85,147,8,8,41,1.5,18,77,Normal
67,107,8,8,48,1.2,18,65,Normal
84,97,6,6,33,1.6,9,84,Normal
93,161,7,7,62,1.7,10,93,Normal
113,275,8,7,123,2,14,106,Normal
88,154,7,7,61,1.5,14,84,Normal
115,195,6,6,66,2,11,108,Normal
123,279,6,6,103,2.2,12,116,Normal
108,233,6,6,95,2,14,108,Normal
80,154,6,6,53,1.5,15,74,Normal
35,70,8,8,28,0.7,33,34,Normal
79,180,6,6,66,1.4,12,71,Normal
48,87,7,6,34,0.8,14,44,Normal
52,65,6,6,21,0.9,11,46,Normal
82,217,6,6,93,1.4,11,77,Normal
85,374,6,6,150,1.5,12,81,Normal
68,90,6,6,29,1.2,13,49,Normal
90,125,6,5,45,1.6,13,82,Normal
83,121,6,6,50,1.5,10,77,Normal
50,91,6,6,39,0.9,11,50,Normal
49,95,6,6,17,0.9,10,45,Normal
81,144,7,7,35,1.5,15,78,Normal
111,273,6,6,73,2,11,101,Normal
72,180,6,6,72,1.2,12,70,Normal
74,156,6,6,82,1.3,13,68,Normal
86,159,6,6,38,1.6,12,84,Normal
222,1049,7,7,380,3.9,20,211,Normal
85,105,6,6,45,1.5,10,77,Normal
81,132,5,5,79,1.4,11,77,Normal
98,242,7,7,136,1.8,14,87,Normal
64,136,7,7,53,1.1,13,63,Normal
78,115,6,7,27,1.4,14,79,Normal
109,260,8,8,81,1.9,15,111,Normal
92,178,6,6,69,1.7,15,88,Normal
132,286,6,6,149,2.3,9,119,Normal
107,210,7,7,75,1.8,12,98,Normal
120,335,9,9,109,2.1,15,116,Normal
100,193,9,9,69,1.8,22,100,Normal
82,188,9,10,59,1.5,23,82,Normal
101,233,6,6,72,1.8,14,100,Normal
131,307,7,6,119,2.3,14,121,Normal
138,443,6,7,107,2.5,20,118,Normal
837,4216,5,5,2068,14,15,824,Normal
66,163,6,6,71,1.2,14,66,Normal
56,100,6,6,40,1,10,56,Normal
94,221,6,6,120,1.7,14,94,Normal
86,188,6,6,47,1.5,14,78,Normal
206,1285,7,7,140,3.5,14,198,Normal
77,248,6,6,94,1.4,12,77,Normal
44,152,6,6,32,0.9,9,52,Normal
70,190,7,7,92,1.5,19,83,Normal
74,94,6,7,35,1.4,19,72,Normal
69,104,6,7,18,1.3,18,68,Normal
116,259,7,7,77,2,19,110,Normal
115,338,6,6,117,2,19,104,Normal
88,205,6,6,68,1.6,13,88,Normal
79,128,6,6,40,1.4,13,78,Normal
114,396,6,6,181,2,12,107,Normal
67,89,7,6,30,1.3,12,74,Normal
94,163,7,7,70,2.2,13,121,Normal
65,147,5,5,53,1.2,11,64,Normal
68,136,6,6,43,1.2,10,63,Normal
90,139,6,7,35,1.6,12,84,Normal
278,445,7,7,172,4.8,16,275,Normal
151,744,6,6,295,2.6,12,145,Normal
119,558,5,5,347,2.2,15,121,Normal
98,141,6,6,43,1.8,16,92,Normal
65,151,6,6,55,1.2,10,66,Normal
97,205,6,6,66,1.7,16,91,Normal
104,280,6,6,126,1.8,11,98,Normal
55,73,6,6,21,1,11,55,Normal
46,123,6,6,28,0.9,12,42,Normal
81,263,5,5,177,1.5,10,80,Normal
97,184,6,7,54,1.7,13,88,Normal
137,236,9,9,134,2.5,15,136,Normal
377,1538,7,7,318,6.5,16,359,Normal
324,1332,7,7,130,5.6,18,309,Normal
111,315,8,8,84,2,21,110,Normal
82,117,7,7,47,1.6,27,87,Normal
86,317,6,6,107,1.5,13,81,Normal
160,477,6,6,236,2.8,22,147,Normal
76,128,7,7,47,1.3,14,73,Normal
75,98,7,7,38,1.4,14,75,Normal
94,128,6,6,42,1.6,13,94,Normal
79,108,5,6,37,1.4,9,74,Normal
76,127,6,6,40,1.3,11,72,Normal
71,122,7,7,46,1.3,22,69,Normal
82,174,6,6,55,1.5,12,82,Normal
106,125,6,6,58,1.9,13,106,Normal
70,92,6,6,23,1.3,19,66,Normal
78,159,6,6,53,1.5,12,81,Normal
78,161,6,6,88,1.4,17,79,Normal
69,127,6,7,29,1.3,18,68,Normal
75,219,6,6,71,1.4,13,77,Normal
101,222,5,5,100,1.8,9,97,Normal
93,128,6,6,54,1.7,15,94,Normal
92,336,6,6,106,1.7,15,93,Normal
106,224,7,7,39,1.9,14,102,Normal
141,222,7,7,100,2.4,16,139,Normal
121,147,8,8,37,2.2,16,119,Normal
103,197,8,8,78,1.9,16,103,Normal
60,88,7,7,36,1.1,15,60,Normal
61,95,7,7,30,1.1,14,57,Normal
90,137,7,7,46,1.6,14,85,Normal
62,120,6,6,43,1.1,14,62,Normal
53,131,6,6,46,1,10,53,Normal
97,156,8,8,45,1.8,18,93,Normal
95,159,7,7,70,1.7,19,91,Normal
61,140,6,6,45,1.2,11,54,Normal
69,156,7,7,65,1.3,14,68,Normal
39,66,6,6,19,0.8,14,41,Normal
57,88,6,6,27,1.1,13,54,Normal
82,119,6,6,25,1.5,10,79,Normal
102,173,5,5,91,1.8,10,101,Normal
62,93,6,6,17,1.1,13,59,Normal
79,142,8,8,39,1.4,16,77,Normal
125,208,7,8,59,2.3,17,113,Normal
79,149,7,8,35,1.5,16,69,Normal
93,166,6,6,67,1.6,23,82,Normal
71,173,5,5,87,1.3,11,73,Normal
61,163,6,6,61,1.1,11,62,Normal
70,179,6,5,84,1.2,11,70,Normal
106,151,5,5,42,200,17,106,Normal
106,326,5,6,182,1.8,11,97,Normal
71,331,6,5,171,1.3,12,66,Normal
133,1045,7,8,127,2.3,15,118,Normal
39,95,5,5,35,0.7,7,39,Normal
54,156,6,6,100,1,10,54,Normal
49,134,6,6,41,0.9,11,43,Normal
54,78,5,5,28,1,9,50,Normal
73,239,6,6,209,1.4,12,77,Normal
84,149,7,7,58,1.5,12,88,Normal
79,113,6,7,37,1.4,12,80,Normal
99,168,6,6,52,1.8,8,94,Normal
103,186,6,6,84,1.8,14,102,Normal
183,1006,6,6,81,3.2,14,171,Normal
74,189,6,6,90,1.4,10,74,Normal
149,836,7,7,292,2.6,12,136,Normal
43,108,6,6,36,0.8,13,43,Normal
43,105,5,5,28,0.8,10,42,Normal
67,137,6,6,47,1.2,12,66,Normal
164,974,7,7,58,2.8,14,155,Normal
50,108,7,6,30,0.9,11,49,Normal
58,136,5,5,86,1.1,10,58,Normal
43,65,5,5,20,0.8,7,38,Normal
50,67,5,5,24,100,14,48,Normal
68,104,7,6,26,1.3,14,68,Normal
72,129,6,6,47,1.4,11,70,Normal
67,83,6,6,31,1.2,10,62,Normal
50,65,6,6,17,0.9,10,48,Normal
55,91,6,5,32,0.9,9,54,Normal
67,103,6,5,38,1.1,14,58,Normal
57,85,6,6,31,1,13,54,Normal
86,137,5,6,57,1.6,12,78,Normal
113,195,8,8,55,6,14,343,Normal
114,159,6,6,41,6.6,20,367,Normal
110,299,7,7,67,6.3,12,352,Normal
74,147,8,8,54,4.8,15,273,Normal
57,122,8,8,40,3.6,14,204,Normal
44,82,6,6,20,0.9,14,49,Normal
73,261,6,6,83,1.3,15,67,Normal
952,4037,5,5,1989,16,15,949,Normal
58,107,6,6,41,1,11,60,Normal
84,169,5,5,61,1.5,10,87,Normal
43,116,6,6,31,0.9,9,46,Normal
59,139,6,6,66,1.1,11,59,Normal
67,172,6,6,66,1.2,10,64,Normal
38,53,6,6,19,0.7,14,38,Normal
65,253,5,6,110,1.2,10,65,Normal
75,130,6,6,64,1.4,14,75,Normal
47,88,5,5,40,0.9,10,45,Normal
47,87,5,6,25,0.8,7,46,Normal
77,113,6,6,49,1.4,11,72,Normal
67,130,6,6,46,1.3,11,72,Normal
59,101,6,7,28,1.1,14,64,Normal
58,108,6,7,50,1.2,14,66,Normal
58,89,6,6,39,1.1,15,62,Normal
99,183,5,5,77,1.8,9,92,Normal
110,443,5,5,211,2.1,9,102,Normal
116,309,5,5,92,2.3,11,129,Normal
99,235,6,7,82,2.4,15,129,Normal
245,926,6,6,302,4.5,12,240,Normal
192,503,6,6,158,3.4,12,187,Normal
279,951,5,5,329,5.1,11,275,Normal
127,402,6,6,192,2.4,18,126,Normal
107,222,5,6,108,1.9,19,103,Normal
59,85,6,5,32,1.1,8,54,Normal
72,185,5,5,44,1.3,10,65,Normal
84,239,5,6,163,1.5,10,82,Normal
84,219,6,6,77,1.5,10,78,Normal
131,369,6,6,139,2.3,17,123,Normal
98,224,7,7,81,1.9,15,100,Normal
82,119,7,7,50,1.6,15,82,Normal
61,87,6,6,41,1.2,14,64,Normal
84,155,6,6,49,1.6,14,85,Normal
74,176,8,8,39,1.4,20,75,Normal
77,178,7,8,67,1.5,20,77,Normal
93,188,7,7,72,1.8,21,97,Normal
84,100,6,6,31,1.6,23,81,Normal
87,215,7,7,61,1.6,17,87,Normal
60,95,6,7,20,1.1,18,58,Normal
59,76,6,6,26,1.1,14,58,Normal
163,314,7,7,53,2.9,16,161,Normal
148,377,6,6,169,2.6,17,145,Normal
89,133,6,6,51,1.6,10,85,Normal
74,101,6,6,55,1.4,16,71,Normal
40,176,5,6,73,0.7,8,38,Normal
44,86,5,5,22,0.8,9,45,Normal
84,118,6,6,52,1.5,14,78,Normal
91,146,6,6,76,1.6,12,89,Normal
64,254,5,6,105,1.2,11,60,Normal
66,209,6,6,93,1.2,12,65,Normal
89,159,6,6,63,1.5,9,80,Normal
56,74,5,6,21,1,9,46,Normal
70,124,6,6,64,1.2,11,66,Normal
106,277,6,6,99,1.9,11,99,Normal
77,132,6,6,44,1.4,12,77,Normal
56,132,5,5,51,1,9,54,Normal
88,213,6,6,72,1.6,9,88,Normal
213,1302,6,6,609,3.6,12,207,Normal
88,160,7,7,40,1.5,13,84,Normal
54,112,6,6,73,1,8,50,Normal
48,131,5,5,35,0.9,9,42,Normal
52,249,5,5,80,1,9,46,Normal
69,145,5,5,76,1.3,9,65,Normal
48,140,6,6,58,0.9,10,45,Normal
51,176,6,6,73,0.8,14,42,Normal
40,50,5,5,17,0.8,7,40,Normal
72,186,6,6,49,1.2,8,63,Normal
206,644,6,6,179,3.5,14,190,Normal
217,709,7,7,354,3.7,14,212,Normal
133,156,6,6,60,2.4,21,121,Normal
84,126,6,6,64,1.6,13,83,Normal
50,123,5,5,49,0.9,8,46,Normal
61,120,6,6,44,1.1,11,54,Normal
71,93,6,6,37,1.3,15,64,Normal
68,126,5,5,42,1.2,13,60,Normal
71,149,5,5,43,1.3,9,67,Normal
45,133,6,6,38,0.8,13,44,Normal
31,57,6,6,13,0.6,9,29,Normal
45,91,5,5,29,0.9,8,46,Normal
32,42,5,5,7,0.6,6,29,Normal
91,110,5,5,35,1.6,8,85,Normal
92,124,7,7,40,1.7,20,91,Normal
101,184,7,7,98,1.8,20,98,Normal
88,143,6,6,56,1.6,17,81,Normal
68,116,5,5,35,1.2,14,68,Normal
48,59,5,5,23,0.9,7,46,Normal
39,80,5,5,35,0.6,6,37,Normal
27,43,5,5,16,0.5,9,27,Normal
38,47,6,6,14,0.7,9,38,Normal
47,60,7,7,16,0.9,14,45,Normal
72,163,6,6,74,1.3,14,70,Normal
70,129,6,6,59,1.2,13,67,Normal
38,61,6,6,23,0.7,11,38,Normal
66,97,6,6,36,1.2,11,63,Normal
91,230,6,6,121,1.6,11,89,Normal
69,426,6,6,168,1.2,17,69,Normal
52,414,7,6,216,0.9,14,52,Normal
72,157,6,6,50,1.2,10,71,Normal
33,125,7,6,30,0.7,12,33,Normal
32,246,5,5,85,0.5,11,28,Normal
33,263,7,7,352,0.6,15,33,Normal
37,63,6,6,19,0.6,16,35,Normal
77,123,6,6,51,1.4,12,73,Normal
105,279,6,6,83,1.9,17,98,Normal
53,122,6,6,36,0.9,12,52,Normal
51,134,6,7,69,0.9,12,49,Normal
92,154,7,7,73,1.6,17,84,Normal
52,66,7,7,24,0.9,17,46,Normal
87,147,6,6,36,1.5,16,83,Normal
98,154,6,7,46,1.7,18,94,Normal
39,65,6,6,22,0.7,18,35,Normal
55,89,6,6,31,1,15,49,Normal
63,125,7,7,36,1.2,20,60,Normal
59,100,6,6,30,1,11,56,Normal
45,108,5,5,54,0.8,8,44,Normal
73,116,5,5,43,1.3,10,69,Normal
81,190,6,6,73,1.5,14,81,Normal
51,121,6,6,61,0.9,12,46,Normal
555,1255,6,6,394,9.3,15,555,Normal
187,811,6,6,230,3.3,13,181,Normal
116,273,6,6,92,2.1,13,110,Normal
85,231,5,5,85,1.5,8,81,Normal
63,99,5,5,44,1.2,9,59,Normal
74,113,6,6,37,1.3,13,74,Normal
96,138,6,6,45,1.7,15,88,Normal
85,130,6,6,40,1.6,12,83,Normal
50,71,6,6,28,0.9,10,48,Normal
520,1260,6,6,356,8.7,15,517,Normal
60,147,6,6,54,1.1,14,58,Normal
199,649,6,6,177,3.4,12,185,Normal
90,439,6,6,215,1.6,12,89,Normal
52,85,5,5,39,0.9,7,51,Normal
43,47,5,5,24,0.8,6,42,Normal
66,94,5,5,37,1.2,7,57,Normal
63,129,5,5,64,1.2,8,58,Normal
69,142,6,6,49,1.2,12,66,Normal
76,113,6,6,46,1.4,10,66,Normal
74,126,6,6,56,1.3,10,67,Normal
79,158,6,6,71,1.5,10,79,Normal
65,128,5,5,60,1.2,10,61,Normal
69,128,5,5,60,1.3,10,69,Normal
70,123,5,5,32,1.3,11,60,Normal
59,105,5,5,44,1.1,8,59,Normal
62,94,5,5,29,1.2,8,59,Normal
46,56,6,6,21,0.8,14,43,Normal
71,112,6,6,50,1.2,11,68,Normal
62,109,6,6,41,1.1,14,63,Normal
76,94,6,6,38,1.4,12,74,Normal
97,154,5,6,71,1.7,12,91,Normal
405,747,5,5,354,6.9,9,398,Normal
733,1280,6,6,648,12,15,728,Normal
391,716,6,6,351,6.7,11,392,Normal
44,71,5,6,26,0.9,12,42,Normal
53,97,5,6,39,1.1,14,56,Normal
54,70,5,5,24,1,15,52,Normal
36,39,5,5,10,0.6,14,35,Normal
72,101,5,6,37,1.3,15,63,Normal
68,117,5,5,50,1.2,14,65,Normal
670,1085,5,5,541,11,13,668,Normal
205,564,6,6,284,3.4,11,193,Normal
74,136,5,5,55,1.3,11,74,Normal
69,116,6,6,35,1.3,10,65,Normal
71,125,6,6,37,1.3,14,63,Normal
39,87,7,7,30,0.8,20,40,Normal
88,134,6,6,63,1.6,19,83,Normal
85,106,5,5,42,1.5,7,80,Normal
85,150,6,6,46,1.5,10,77,Normal
54,115,5,5,39,1,8,48,Normal
50,89,5,5,35,0.9,6,48,Normal
63,106,5,5,50,1.1,10,63,Normal
91,119,6,6,55,1.5,9,87,Normal
63,78,5,5,24,1.2,8,62,Normal
107,330,5,6,112,1.9,8,93,Normal
65,82,6,6,33,1.2,15,62,Normal
95,277,6,6,100,1.6,11,89,Normal
68,133,6,6,27,1.2,13,64,Normal
98,264,6,6,106,1.8,13,93,Normal
45,92,7,7,26,0.9,14,46,Normal
58,99,6,6,25,1,12,53,Normal
70,108,6,6,34,1.2,13,70,Normal
45,57,5,5,25,0.8,7,43,Normal
40,61,6,6,23,0.8,12,44,Normal
40,46,7,7,13,0.7,19,39,Normal
55,85,7,6,31,1,20,52,Normal
84,154,7,7,88,1.5,19,82,Normal
76,106,8,8,25,1.5,20,74,Normal
92,155,7,7,84,1.6,19,82,Normal
69,144,7,7,61,1.3,20,56,Normal
102,197,7,7,65,1.8,19,82,Normal
63,103,6,5,40,1.2,13,63,Normal
47,74,5,5,31,0.8,9,45,Normal
43,75,5,5,26,0.8,9,39,Normal
51,63,5,5,22,0.9,6,44,Normal
65,105,5,5,30,1.2,10,62,Normal
122,358,5,6,154,2.1,16,121,Normal
147,391,7,7,170,2.6,17,142,Normal
97,148,7,7,50,1.7,17,89,Normal
74,181,6,6,67,1.3,14,74,Normal
61,116,6,6,42,1.1,10,59,Normal
77,107,5,5,49,1.4,10,73,Normal
126,169,5,5,86,2.2,7,120,Normal
79,126,5,6,41,1.4,11,70,Normal
75,124,6,6,47,1.4,16,74,Normal
76,101,6,6,39,1.4,12,76,Normal
71,81,6,6,31,1.3,12,69,Normal
56,88,6,6,28,1,12,56,Normal
61,85,6,6,28,1.2,16,61,Normal
56,102,6,6,33,1.1,15,56,Normal
64,110,6,6,63,1.2,9,64,Normal
70,106,7,7,38,1.3,16,68,Normal
94,108,6,6,61,1.7,10,91,Normal
66,87,6,6,29,1.2,11,58,Normal
86,140,7,7,52,1.5,15,80,Normal
96,164,6,7,61,1.7,15,92,Normal
69,110,6,6,64,1.2,11,69,Normal
66,91,6,5,34,1.2,10,66,Normal
94,186,7,7,59,1.7,15,90,Normal
97,234,7,7,97,1.7,17,94,Normal
51,72,5,6,22,0.9,19,51,Normal
323,443,5,5,212,5.4,13,320,Normal
44,96,6,5,32,0.8,13,44,Normal
99,170,6,7,52,1.8,19,98,Normal
104,154,7,7,55,1.9,19,103,Normal
101,155,7,7,63,1.8,14,100,Normal
70,134,6,6,55,1.3,10,66,Normal
61,85,5,6,40,1.1,10,47,Normal
34,43,6,6,14,0.6,16,34,Normal
31,36,5,5,11,0.6,8,31,Normal
52,106,5,5,32,0.9,9,50,Normal
65,104,5,5,47,1.1,9,65,Normal
45,92,5,5,15,0.9,10,46,Normal
61,118,5,5,43,1.1,9,60,Normal
96,167,6,6,63,1.7,14,96,Normal
66,151,6,6,47,1.2,22,66,Normal
95,193,6,6,82,1.7,13,90,Normal
119,166,6,6,83,2.1,13,113,Normal
68,92,6,6,61,1.2,13,63,Normal
66,83,7,7,30,1.2,26,63,Normal
63,111,7,6,19,1.1,14,58,Normal
81,176,6,6,49,1.4,17,80,Normal
86,295,6,6,120,1.6,22,80,Normal
63,102,6,6,49,1.2,16,61,Normal
83,133,6,6,56,1.5,15,76,Normal
63,124,6,6,53,1.1,15,60,Normal
72,137,5,5,61,1.3,8,70,Normal
116,294,6,6,69,2,14,115,Normal
92,295,5,5,131,1.6,9,84,Normal
67,84,6,5,21,1.2,9,67,Normal
53,89,6,6,39,100,14,49,Normal
31,57,6,6,17,0.6,18,31,Normal
36,85,7,8,30,0.7,19,34,Normal
75,130,6,6,47,1.3,17,74,Normal
78,198,6,6,72,1.4,29,73,Normal
59,121,6,6,39,1.1,15,57,Normal
582,2801,6,6,1071,9.9,29,523,Normal
147,785,6,6,368,2.5,15,139,Normal
55,168,6,6,68,1,12,52,Normal
81,146,6,6,55,1.5,12,72,Normal
79,170,5,5,66,1.4,11,75,Normal
67,133,5,6,45,1.2,12,62,Normal
169,432,5,5,141,3,10,165,Normal
95,216,6,6,70,1.7,14,93,Normal
50,76,6,6,31,0.9,16,50,Normal
52,80,6,6,47,0.9,17,52,Normal
56,84,6,6,30,1.1,10,53,Normal
93,227,6,6,96,1.7,14,87,Normal
36,44,5,5,15,0.7,11,34,Normal
78,136,6,6,48,1.4,15,78,Normal
55,127,6,6,59,1,10,55,Normal
80,133,6,6,51,1.4,16,80,Normal
82,244,6,6,81,1.4,17,82,Normal
73,122,6,6,30,1.3,12,71,Normal
116,355,7,7,131,2.1,20,116,Normal
54,104,6,6,14,1,14,49,Normal
56,101,7,6,35,1,29,56,Normal
52,68,6,6,20,100,15,52,Normal
105,420,6,6,154,1.9,10,104,Normal
65,92,6,6,28,1.2,13,62,Normal
63,99,6,6,42,1.2,11,58,Normal
84,140,6,6,56,1.5,14,82,Normal
89,155,5,5,53,1.6,10,86,Normal
83,284,6,6,116,1.5,13,80,Normal
68,112,6,6,42,1.2,14,66,Normal
68,117,5,5,51,1.3,8,67,Normal
60,130,6,6,86,1.1,13,57,Normal
93,120,6,7,46,1.8,15,89,Normal
43,67,6,6,17,0.8,13,41,Normal
54,74,7,7,15,1,15,54,Normal
48,109,6,6,35,0.9,10,47,Normal
87,231,6,6,110,1.5,11,85,Normal
87,202,5,5,70,1.5,11,82,Normal
108,214,6,6,75,1.9,20,103,Normal
90,170,8,8,61,1.6,30,88,Normal
111,258,6,6,119,2,31,109,Normal
36,56,5,5,15,0.7,10,36,Normal
67,135,7,7,52,1.1,30,64,Normal
82,128,7,7,46,1.5,29,77,Normal
92,152,6,6,55,1.6,9,88,Normal
60,84,6,6,29,1.1,15,58,Normal
92,183,6,6,120,1.6,15,86,Normal
68,132,6,6,38,1.2,13,65,Normal
73,153,6,6,52,1.3,13,73,Normal
64,141,6,6,46,1.1,10,62,Normal
51,88,6,6,39,0.9,20,48,Normal
65,91,6,6,27,1.1,10,62,Normal
67,106,5,6,53,1.2,11,67,Normal
85,144,6,6,58,1.5,10,80,Normal
50,60,6,7,14,0.9,14,48,Normal
82,142,6,6,51,1.4,11,80,Normal
69,114,5,6,49,1.3,10,68,Normal
63,104,6,6,37,1.1,10,55,Normal
58,163,6,6,54,1.1,12,56,Normal
54,134,5,5,57,0.9,9,51,Normal
58,102,5,5,53,1.1,6,54,Normal
47,112,5,5,37,0.9,10,45,Normal
65,109,6,6,42,1.2,10,61,Normal
79,131,5,5,31,1.4,11,78,Normal
86,181,6,6,45,1.6,13,83,Normal
56,116,5,5,38,1,10,56,Normal
63,73,5,5,37,1.1,9,61,Normal
133,176,6,6,98,2.4,11,129,Normal
129,196,6,6,80,2.3,11,127,Normal
60,88,7,6,33,1.1,9,60,Normal
38,51,6,5,16,0.7,10,36,Normal
