Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
54,6,91,17,41,13,Normal
106,6,201,74,92,14,Normal
68,5,108,38,62,6,Normal
37,6,66,32,30,7,Normal
59,6,130,26,53,6,Normal
65,5,133,21,58,7,Normal
44,6,82,9,33,11,Normal
37,2,74,8,24,13,Normal
62,5,157,20,49,13,Normal
85,6,192,11,69,16,Normal
86,5,163,11,81,5,Normal
29,3,49,3,27,2,Normal
55,6,101,28,51,4,Normal
59,5,96,23,55,4,Normal
49,7,79,35,46,3,Normal
106,7,285,38,102,4,Normal
61,6,245,103,57,4,Normal
434,6,1408,28,411,23,Normal
38,6,68,12,35,3,Normal
37,4,81,11,32,5,Normal
453,3,1471,15,422,31,Normal
45,5,95,11,41,4,Normal
51,6,89,13,41,10,Normal
61,7,96,23,47,14,Normal
52,5,242,25,45,7,Normal
47,5,245,16,46,1,Normal
376,5,1054,11,350,26,Normal
693,8,2159,28,648,45,Normal
268,4,845,8,246,22,Normal
29,7,40,20,23,6,Normal
46,6,63,9,33,13,Normal
42,8,70,42,34,5,Normal
416,6,1575,15,396,20,Normal
476,6,1596,39,444,32,Normal
70,5,166,28,58,12,Normal
59,7,155,12,48,11,Normal
52,4,71,8,42,10,Normal
539,5,1482,19,507,32,Normal
65,5,125,11,50,15,Normal
58,6,90,30,49,9,Normal
81,5,148,21,67,14,Normal
113,6,241,15,89,24,Normal
161,7,365,15,123,38,Normal
46,3,88,34,37,9,Normal
48,4,123,15,39,9,Normal
50,5,94,33,40,10,Normal
56,6,83,21,50,6,Normal
36,5,53,21,35,1,Normal
49,2,75,5,45,4,Normal
83,6,199,26,72,8,Normal
42,3,93,13,36,5,Normal
38,5,81,19,35,3,Normal
29,2,31,2,26,3,Normal
42,4,88,25,39,3,Normal
60,6,113,23,55,5,Normal
38,7,54,17,27,11,Normal
39,5,47,24,34,5,Normal
27,5,37,14,22,5,Normal
26,4,39,10,23,3,Normal
32,4,49,6,31,1,Normal
48,5,60,12,48,0,Normal
41,5,61,10,40,1,Normal
32,5,50,13,26,6,Normal
50,8,96,18,43,7,Normal
32,6,59,17,28,4,Normal
32,3,60,7,29,3,Normal
31,3,54,5,25,6,Normal
31,2,49,3,23,8,Normal
32,4,48,10,18,14,Normal
42,4,62,15,29,13,Normal
39,4,78,12,30,9,Normal
62,5,120,19,48,14,Normal
114,7,350,190,105,9,Normal
80,5,246,16,69,11,Normal
37,5,62,11,31,6,Normal
81,4,195,38,66,15,Normal
201,5,455,24,161,40,Normal
107,4,291,26,86,21,Normal
174,7,406,53,135,39,Normal
90,4,178,18,78,12,Normal
328,5,869,26,292,36,Normal
269,5,905,11,246,23,Normal
45,6,93,12,35,10,Normal
66,8,88,28,49,17,Normal
63,6,122,39,54,9,Normal
143,5,232,18,134,9,Normal
59,3,131,9,58,1,Normal
41,5,121,10,41,0,Normal
49,5,73,11,45,4,Normal
37,4,55,10,31,6,Normal
26,5,45,12,25,1,Normal
33,5,68,13,33,0,Normal
36,3,56,6,34,2,Normal
37,6,40,13,36,1,Normal
38,2,59,4,38,0,Normal
44,4,75,7,38,6,Normal
37,7,52,17,35,2,Normal
42,4,61,14,41,1,Normal
23,4,35,6,18,5,Normal
54,5,127,8,47,7,Normal
33,6,78,21,28,5,Normal
35,4,61,23,31,4,Normal
34,5,50,14,30,4,Normal
48,6,76,13,42,6,Normal
62,6,104,18,53,9,Normal
71,6,165,13,57,14,Normal
46,3,92,5,41,5,Normal
47,4,117,16,37,10,Normal
32,5,61,11,22,10,Normal
38,5,55,38,33,5,Normal
49,5,104,19,47,2,Normal
49,5,103,18,45,4,Normal
61,7,108,33,60,1,Normal
45,8,67,28,45,0,Normal
28,5,42,8,28,0,Normal
47,4,106,7,42,5,Normal
35,4,54,6,28,7,Normal
40,5,61,12,35,5,Normal
41,5,76,10,36,5,Normal
32,6,43,29,28,4,Normal
68,6,134,18,60,8,Normal
33,2,51,6,29,4,Normal
40,5,57,18,36,4,Normal
50,4,92,12,37,13,Normal
47,5,116,20,40,7,Normal
120,10,215,38,102,18,Normal
97,8,183,55,80,17,Normal
97,7,173,51,93,4,Normal
108,8,175,45,99,9,Normal
65,4,109,18,52,13,Normal
81,5,168,28,65,16,Normal
469,6,1487,21,426,43,Normal
48,6,74,30,32,16,Normal
55,5,105,23,48,7,Normal
77,6,134,22,63,14,Normal
50,7,81,12,42,8,Normal
38,6,72,14,36,2,Normal
251,6,750,23,236,15,Normal
223,4,795,25,211,12,Normal
41,4,74,19,37,4,Normal
66,5,95,31,59,7,Normal
457,7,1440,13,430,27,Normal
64,3,76,14,54,10,Normal
66,7,73,15,54,12,Normal
54,6,74,15,48,6,Normal
99,7,199,24,95,4,Normal
96,7,251,63,91,5,Normal
41,5,100,36,39,2,Normal
48,6,57,29,43,5,Normal
46,4,88,10,41,5,Normal
53,8,79,16,45,8,Normal
31,6,43,17,25,6,Normal
44,3,107,17,43,1,Normal
75,7,181,55,69,6,Normal
107,5,248,20,96,11,Normal
80,4,175,18,69,11,Normal
84,6,158,17,67,17,Normal
80,7,155,20,64,16,Normal
65,7,132,21,60,5,Normal
58,5,129,28,51,7,Normal
47,5,81,10,40,7,Normal
37,6,148,13,35,2,Normal
49,4,194,8,43,6,Normal
85,7,341,24,70,15,Normal
61,6,283,19,49,12,Normal
45,4,170,51,38,7,Normal
68,6,161,92,57,11,Normal
66,3,155,7,61,5,Normal
40,6,61,20,33,7,Normal
49,4,67,10,44,5,Normal
40,3,49,7,34,6,Normal
74,7,148,26,69,5,Normal
79,6,154,19,76,3,Normal
64,5,115,11,61,3,Normal
77,5,155,21,76,1,Normal
67,6,113,35,66,1,Normal
47,5,82,13,45,2,Normal
46,4,95,11,44,2,Normal
71,7,163,61,65,6,Normal
45,6,59,15,44,1,Normal
44,6,62,14,34,10,Normal
56,5,77,15,42,14,Normal
39,5,69,16,35,4,Normal
57,5,121,19,54,3,Normal
80,8,181,33,73,7,Normal
53,5,158,13,49,4,Normal
66,7,137,20,53,13,Normal
33,4,55,22,30,3,Normal
56,5,122,20,50,6,Normal
45,6,77,10,40,5,Normal
37,4,110,14,32,5,Normal
43,5,70,12,38,5,Normal
39,6,71,25,37,2,Normal
55,7,123,33,54,1,Normal
86,8,247,22,81,5,Normal
63,5,131,16,57,6,Normal
56,6,82,37,52,4,Normal
40,6,85,20,35,5,Normal
32,6,70,21,29,3,Normal
52,6,172,27,50,2,Normal
52,4,96,11,41,11,Normal
50,3,118,10,39,11,Normal
71,5,126,18,48,23,Normal
38,5,136,15,30,8,Normal
46,5,107,43,38,8,Normal
61,6,170,10,54,7,Normal
49,6,96,22,47,2,Normal
41,5,107,11,37,4,Normal
56,7,142,32,49,7,Normal
52,5,65,38,41,11,Normal
38,5,52,9,35,3,Normal
43,3,63,6,41,2,Normal
25,5,33,6,23,2,Normal
44,3,73,6,33,11,Normal
30,4,53,10,19,11,Normal
34,5,60,13,26,8,Normal
50,7,99,24,45,5,Normal
46,6,92,9,41,5,Normal
54,7,76,26,54,0,Normal
39,6,66,18,39,0,Normal
41,6,101,15,28,13,Normal
46,5,84,14,31,15,Normal
28,4,52,10,22,6,Normal
27,5,36,8,20,7,Normal
37,5,60,18,31,6,Normal
67,4,205,13,62,5,Normal
60,4,163,11,53,7,Normal
66,7,121,33,57,9,Normal
58,6,86,13,52,6,Normal
31,4,41,18,30,1,Normal
66,5,107,12,66,0,Normal
310,7,627,59,305,5,Normal
251,9,492,88,247,4,Normal
186,5,419,28,182,4,Normal
57,8,104,25,56,1,Normal
60,6,216,21,53,7,Normal
55,6,112,60,52,3,Normal
51,7,106,41,45,6,Normal
61,5,178,27,52,9,Normal
38,4,99,34,34,4,Normal
48,6,98,17,45,3,Normal
48,5,68,41,36,12,Normal
48,6,112,20,43,5,Normal
62,7,87,13,56,6,Normal
76,6,201,18,68,8,Normal
56,6,84,23,51,5,Normal
72,5,125,12,65,7,Normal
61,5,124,27,47,14,Normal
247,5,603,66,242,5,Normal
218,6,652,26,212,6,Normal
206,5,457,12,200,6,Normal
532,4,1689,22,503,29,Normal
62,5,134,18,61,1,Normal
73,3,177,23,67,6,Normal
464,5,1491,25,433,31,Normal
63,5,112,24,63,0,Normal
59,5,108,14,58,1,Normal
58,3,131,15,52,6,Normal
53,5,105,9,52,1,Normal
45,7,76,25,38,7,Normal
46,5,160,33,42,4,Normal
47,5,199,20,40,7,Normal
48,4,115,9,42,6,Normal
51,7,99,26,48,3,Normal
31,5,40,20,26,5,Normal
31,6,112,26,27,4,Normal
64,4,130,12,59,5,Normal
64,6,161,26,57,7,Normal
55,7,100,27,52,3,Normal
59,5,113,31,58,1,Normal
38,5,64,18,34,4,Normal
32,4,86,5,31,1,Normal
39,6,109,10,39,0,Normal
55,7,65,19,55,0,Normal
52,6,91,11,51,1,Normal
29,2,41,3,24,5,Normal
60,5,126,7,57,3,Normal
43,5,67,8,42,1,Normal
51,7,95,16,45,6,Normal
66,6,124,19,52,14,Normal
29,5,46,17,22,7,Normal
33,6,52,19,24,9,Normal
41,4,62,29,30,11,Normal
50,6,90,23,42,8,Normal
62,4,113,16,54,8,Normal
72,7,171,36,66,6,Normal
60,5,137,28,57,3,Normal
65,6,159,36,58,7,Normal
60,5,131,20,57,3,Normal
159,6,519,12,154,5,Normal
165,5,572,33,155,10,Normal
169,8,341,54,153,16,Normal
107,7,245,35,99,8,Normal
146,4,515,27,145,1,Normal
70,6,112,16,65,5,Normal
66,3,107,22,54,12,Normal
59,4,132,31,57,2,Normal
57,6,187,21,57,0,Normal
71,6,180,51,69,2,Normal
88,3,214,6,84,4,Normal
115,8,293,101,99,16,Normal
84,5,189,54,77,7,Normal
68,6,144,25,61,7,Normal
45,4,78,9,37,8,Normal
52,4,102,13,45,7,Normal
73,4,107,7,67,6,Normal
71,3,141,4,65,6,Normal
60,5,101,22,48,12,Normal
74,7,120,25,62,12,Normal
82,6,147,19,66,16,Normal
51,3,117,7,46,5,Normal
46,3,105,11,42,4,Normal
49,6,128,29,41,8,Normal
64,2,171,5,57,7,Normal
53,4,133,9,50,3,Normal
1048,675,3590,82739,1001,47,Normal
42,5,63,8,39,3,Normal
55,6,113,24,54,1,Normal
34,1,49,1,31,3,Normal
42,6,61,42,41,1,Normal
56,6,169,15,50,6,Normal
59,7,186,14,51,8,Normal
38,4,66,10,32,6,Normal
37,6,60,16,32,5,Normal
71,6,168,11,61,10,Normal
48,4,98,15,43,5,Normal
87,3,214,8,74,13,Normal
3610,1,9129,2,3446,164,Normal
4064,3,10249,12,3744,310,Normal
96,4,278,22,84,12,Normal
51,2,109,64,47,4,Normal
547,5,1305,16,496,49,Normal
23656,6,66621,52,21801,1807,Normal
51,6,74,17,39,12,Normal
64,8,93,23,56,8,Normal
42,6,61,20,36,6,Normal
53,5,82,12,42,11,Normal
55,7,99,24,46,9,Normal
42,7,116,23,39,3,Normal
80,7,139,37,72,8,Normal
49,9,120,23,40,9,Normal
83,7,131,39,77,6,Normal
90,5,133,16,75,15,Normal
76,5,122,26,69,7,Normal
81,6,150,24,64,17,Normal
58,6,79,27,42,16,Normal
61,6,91,23,39,22,Normal
76,8,140,28,53,23,Normal
101,6,234,18,77,24,Normal
68,7,143,26,52,16,Normal
42,6,63,35,35,7,Normal
49,6,87,20,37,12,Normal
89,6,180,15,70,19,Normal
40,3,67,5,35,5,Normal
64,5,130,16,56,8,Normal
55,5,117,14,48,7,Normal
88,5,219,16,76,12,Normal
63,7,164,29,53,10,Normal
85,6,199,46,77,8,Normal
65,5,128,19,57,8,Normal
51,5,100,41,44,7,Normal
73,6,174,22,65,8,Normal
80,5,194,13,75,5,Normal
61,6,135,19,50,11,Normal
72,7,141,26,61,11,Normal
62,4,129,12,59,3,Normal
88,4,203,13,82,6,Normal
79,2,214,6,72,7,Normal
46,5,107,16,37,9,Normal
68,4,135,31,59,9,Normal
55,4,166,15,49,6,Normal
61,5,118,35,56,5,Normal
99,7,172,39,82,17,Normal
62,5,105,19,47,15,Normal
60,5,150,11,48,12,Normal
46,6,63,15,33,13,Normal
42,5,49,13,39,3,Normal
63,4,99,15,54,9,Normal
42,7,83,36,41,1,Normal
79,8,108,29,67,12,Normal
58,5,101,14,46,12,Normal
82,4,234,12,66,16,Normal
66,6,86,16,55,11,Normal
71,7,190,10,67,4,Normal
43,5,91,20,39,4,Normal
62,4,151,20,58,4,Normal
66,4,140,9,59,7,Normal
99,7,238,33,87,12,Normal
58,8,150,26,52,6,Normal
75,6,189,29,69,6,Normal
58,6,170,20,51,7,Normal
61,6,136,35,50,11,Normal
44,6,83,37,34,10,Normal
61,6,151,17,42,19,Normal
97,8,181,38,79,18,Normal
62,7,109,49,51,11,Normal
61,6,138,25,58,3,Normal
52,5,130,16,50,2,Normal
45,4,115,72,40,5,Normal
89,5,255,17,73,16,Normal
66,5,158,30,60,6,Normal
59,6,79,53,45,14,Normal
65,7,92,51,60,5,Normal
66,6,159,23,59,7,Normal
46,3,62,29,40,6,Normal
44,6,119,15,37,7,Normal
33,5,51,24,30,3,Normal
64,5,140,18,52,12,Normal
94,8,167,17,79,15,Normal
84,5,162,15,69,15,Normal
101,5,226,55,93,8,Normal
102,6,228,79,85,17,Normal
66,7,109,23,55,11,Normal
34,3,90,10,29,5,Normal
58,4,98,10,43,15,Normal
86,5,266,14,74,12,Normal
61,5,172,16,49,12,Normal
57,6,172,20,42,15,Normal
175,7,518,107,159,16,Normal
127,5,236,17,110,17,Normal
68,7,109,21,55,13,Normal
100,9,191,26,93,7,Normal
84,6,152,18,79,5,Normal
86,6,191,27,83,3,Normal
46,4,86,9,38,8,Normal
52,5,82,12,41,11,Normal
74,7,157,27,70,4,Normal
103,6,228,33,98,5,Normal
106,7,212,21,93,13,Normal
94,6,224,16,81,13,Normal
78,9,217,32,72,6,Normal
85,6,201,16,72,13,Normal
46,6,81,27,36,10,Normal
37,6,62,32,34,3,Normal
74,5,132,19,62,12,Normal
170,5,514,46,157,13,Normal
94,6,302,13,84,10,Normal
52,5,109,46,47,5,Normal
49,6,118,29,49,0,Normal
47,3,74,4,45,2,Normal
74,6,176,15,70,4,Normal
62,7,129,17,51,11,Normal
101,6,159,20,81,20,Normal
63,5,96,25,55,8,Normal
80,7,133,53,70,10,Normal
93,6,295,59,82,11,Normal
116,5,315,35,99,17,Normal
71,5,159,27,57,14,Normal
50,5,135,8,38,12,Normal
45,4,90,14,39,6,Normal
59,4,106,10,47,12,Normal
82,7,160,21,63,19,Normal
63,7,111,52,49,14,Normal
76,6,234,18,57,19,Normal
71,6,158,31,52,19,Normal
99,8,1591,32,75,24,Normal
91,5,1556,15,70,21,Normal
72,6,119,25,56,16,Normal
70,5,123,11,41,29,Normal
75,6,127,21,48,27,Normal
68,6,137,25,46,22,Normal
55,5,84,10,40,15,Normal
82,7,195,28,66,16,Normal
86,7,161,19,81,5,Normal
103,7,230,55,85,18,Normal
79,7,191,24,70,9,Normal
92,8,329,34,82,10,Normal
100,7,278,36,82,18,Normal
82,7,138,23,66,16,Normal
62,6,140,51,55,7,Normal
60,6,133,14,52,8,Normal
64,3,131,6,50,14,Normal
62,6,108,13,52,10,Normal
71,5,125,9,55,16,Normal
78,6,169,11,60,18,Normal
73,5,131,19,60,13,Normal
80,5,128,9,71,9,Normal
92,8,196,30,73,19,Normal
126,7,419,38,111,15,Normal
105,6,369,82,88,17,Normal
72,6,202,62,63,9,Normal
62,5,114,47,52,10,Normal
37,6,48,17,30,7,Normal
64,4,138,9,52,12,Normal
42,6,91,12,35,7,Normal
50,3,91,7,41,9,Normal
77,8,162,31,65,12,Normal
109,7,205,22,96,13,Normal
87,6,178,24,79,8,Normal
98,5,215,26,90,8,Normal
86,8,172,45,74,12,Normal
63,3,147,18,56,7,Normal
74,4,144,12,67,7,Normal
68,7,96,16,58,10,Normal
53,6,96,12,45,8,Normal
50,6,101,15,48,2,Normal
62,5,111,20,61,1,Normal
51,5,91,18,48,3,Normal
63,7,108,13,60,3,Normal
70,6,134,23,69,1,Normal
96,9,180,28,83,13,Normal
81,7,182,32,72,9,Normal
36,2,59,6,34,2,Normal
69,3,148,10,57,12,Normal
75,9,167,31,63,12,Normal
77,6,159,12,64,13,Normal
69,6,104,12,54,15,Normal
89,7,146,56,74,15,Normal
53,6,91,18,41,12,Normal
42,3,87,6,31,11,Normal
63,5,128,17,57,6,Normal
47,6,75,11,37,10,Normal
10,2,22,2,10,0,Normal
19,0,27,0,18,1,Normal
66,6,151,18,62,4,Normal
105,7,254,32,100,5,Normal
95,9,221,54,87,8,Normal
103,6,252,24,95,8,Normal
50,7,109,43,42,8,Normal
39,6,61,20,37,2,Normal
68,6,119,9,53,15,Normal
86,8,156,18,77,9,Normal
60,6,89,64,59,1,Normal
57,5,101,25,53,4,Normal
74,8,188,27,67,7,Normal
101,6,179,50,90,11,Normal
93,8,204,45,73,20,Normal
67,8,148,50,51,16,Normal
59,5,154,35,46,13,Normal
72,4,171,40,62,10,Normal
64,7,103,89,51,13,Normal
67,6,145,23,54,13,Normal
68,5,147,14,41,27,Normal
53,6,138,68,39,14,Normal
54,4,122,16,46,8,Normal
282,8,1134,21,259,23,Normal
60,5,89,20,53,7,Normal
104,7,244,44,102,2,Normal
93,5,162,134,85,8,Normal
106,6,303,13,81,25,Normal
66,5,132,18,56,10,Normal
53,6,125,39,40,13,Normal
85,5,194,23,75,10,Normal
84,6,228,23,75,9,Normal
69,6,120,21,55,14,Normal
62,5,135,19,52,10,Normal
54,4,78,14,43,11,Normal
264,7,986,333,243,21,Normal
45,4,67,16,41,4,Normal
249,8,4051,36,206,43,Normal
207,5,2171,16,167,40,Normal
47,5,99,15,42,5,Normal
17,2,51,8,16,1,Normal
43,3,146,16,36,7,Normal
47,6,128,40,43,4,Normal
107,8,217,11,101,6,Normal
76,5,137,28,68,8,Normal
363,4,565,8,336,27,Normal
163,8,333,44,152,11,Normal
67,7,167,29,59,8,Normal
80,6,190,14,65,15,Normal
93,7,202,44,74,19,Normal
61,6,89,37,41,20,Normal
91,5,182,20,64,27,Normal
66,6,102,25,52,14,Normal
67,4,127,9,53,14,Normal
81,5,137,12,65,16,Normal
60,7,110,27,50,10,Normal
42,7,84,33,38,4,Normal
60,5,136,22,55,5,Normal
58,2,107,23,50,8,Normal
69,6,108,13,60,9,Normal
98,6,195,23,82,16,Normal
49,5,76,34,44,5,Normal
95,6,155,28,79,16,Normal
57,7,116,16,41,16,Normal
66,6,166,64,58,8,Normal
65,6,141,21,59,6,Normal
84,6,201,46,79,5,Normal
80,5,154,54,77,3,Normal
55,4,97,5,51,4,Normal
77,7,172,38,67,10,Normal
117,4,240,36,103,14,Normal
111,7,217,36,90,21,Normal
126,8,271,43,102,24,Normal
108,8,247,29,94,14,Normal
103,9,197,40,92,11,Normal
153,8,307,62,146,7,Normal
157,8,282,47,141,16,Normal
137,9,267,64,117,20,Normal
152,6,332,26,133,19,Normal
148,8,312,45,128,20,Normal
93,9,197,32,73,20,Normal
65,7,119,60,52,13,Normal
52,6,77,23,43,9,Normal
84,5,139,24,74,10,Normal
108,5,257,12,86,22,Normal
66,5,129,41,51,15,Normal
80,6,143,36,69,11,Normal
93,5,177,26,82,11,Normal
74,4,135,20,64,10,Normal
85,6,157,23,67,18,Normal
71,6,155,24,60,11,Normal
38,6,68,48,32,6,Normal
60,7,195,15,48,12,Normal
62,4,151,21,48,14,Normal
64,6,127,52,52,12,Normal
69,6,126,31,59,10,Normal
94,7,175,35,77,17,Normal
89,5,160,7,79,10,Normal
68,5,138,26,56,12,Normal
67,6,99,28,60,7,Normal
64,6,108,28,55,9,Normal
84,6,147,19,73,11,Normal
113,5,205,32,103,10,Normal
110,9,246,85,99,11,Normal
68,6,131,50,67,1,Normal
62,5,105,17,54,8,Normal
97,7,149,39,83,14,Normal
68,6,151,21,58,10,Normal
56,3,88,5,54,2,Normal
53,4,85,10,47,6,Normal
113,7,292,37,99,14,Normal
150,6,416,70,135,15,Normal
90,7,291,72,81,9,Normal
80,7,180,102,79,1,Normal
68,4,202,10,66,2,Normal
57,5,252,7,55,2,Normal
68,8,139,34,56,12,Normal
56,7,125,15,49,7,Normal
82,5,233,7,76,6,Normal
71,6,126,77,69,2,Normal
58,5,128,18,47,11,Normal
73,5,218,12,68,5,Normal
88,6,162,10,81,7,Normal
60,7,106,14,45,15,Normal
56,5,98,9,47,9,Normal
42,6,52,10,41,1,Normal
53,6,59,20,52,1,Normal
55,4,68,7,46,9,Normal
61,4,117,37,53,8,Normal
95,7,207,30,87,8,Normal
81,7,246,28,74,7,Normal
64,5,179,45,49,15,Normal
52,5,80,22,38,14,Normal
74,6,236,12,61,13,Normal
151,9,439,76,140,11,Normal
101,5,490,34,98,3,Normal
65,6,146,17,57,8,Normal
76,6,142,13,62,14,Normal
54,5,99,17,37,17,Normal
90,5,166,38,74,16,Normal
133,5,309,38,122,11,Normal
152,7,444,67,136,16,Normal
72,7,266,67,62,10,Normal
162,6,443,110,135,27,Normal
141,6,264,53,105,36,Normal
110,7,192,58,74,36,Normal
62,5,90,23,48,14,Normal
48,6,62,12,40,8,Normal
49,4,64,9,39,10,Normal
29,7,42,25,20,9,Normal
76,6,110,15,52,24,Normal
114,6,157,17,98,16,Normal
61,6,105,13,56,5,Normal
63,5,153,55,55,8,Normal
67,5,110,11,58,9,Normal
78,6,124,30,72,6,Normal
49,6,95,58,40,9,Normal
66,8,127,29,59,7,Normal
54,7,82,13,47,7,Normal
43,7,75,47,39,4,Normal
127,8,229,28,99,28,Normal
94,6,167,100,76,18,Normal
141,8,306,32,119,22,Normal
204,6,547,41,172,32,Normal
100,5,192,11,86,14,Normal
50,6,85,23,46,4,Normal
41,5,86,12,36,5,Normal
54,3,115,5,50,4,Normal
82,7,128,34,77,5,Normal
137,7,216,80,118,19,Normal
108,6,215,15,99,9,Normal
117,8,290,20,97,20,Normal
77,7,187,41,62,15,Normal
115,6,383,49,90,25,Normal
200,8,677,54,157,43,Normal
87,7,195,33,70,17,Normal
62,4,109,29,45,17,Normal
48,6,125,38,36,12,Normal
78,5,114,11,56,22,Normal
105,5,220,18,93,12,Normal
85,5,171,17,74,11,Normal
58,6,93,19,50,8,Normal
61,6,196,58,41,20,Normal
123,7,340,42,94,29,Normal
106,7,228,18,86,20,Normal
64,9,100,23,43,21,Normal
69,5,102,20,60,9,Normal
60,5,90,26,48,12,Normal
49,5,74,13,42,5,Normal
51,5,113,8,45,6,Normal
61,4,139,16,49,12,Normal
58,5,140,8,47,11,Normal
71,6,140,28,56,15,Normal
73,5,126,14,59,14,Normal
67,5,144,19,64,3,Normal
69,6,275,43,64,5,Normal
72,5,225,63,67,5,Normal
43,4,110,25,31,12,Normal
58,5,234,28,52,6,Normal
42,5,110,21,35,7,Normal
67,6,144,15,46,21,Normal
65,6,115,14,49,16,Normal
54,7,77,23,46,8,Normal
50,6,97,32,34,16,Normal
53,4,114,25,44,9,Normal
44,5,87,24,40,4,Normal
58,8,102,40,50,8,Normal
67,8,124,29,56,11,Normal
77,6,130,9,63,14,Normal
70,5,113,11,62,8,Normal
55,5,84,11,55,0,Normal
44,7,114,15,35,9,Normal
50,4,72,9,40,10,Normal
87,6,157,24,69,18,Normal
112,7,575,26,91,21,Normal
57,3,142,5,49,8,Normal
54,5,95,25,48,6,Normal
61,5,130,8,52,9,Normal
67,7,197,59,62,5,Normal
98,5,251,71,90,8,Normal
88,6,222,86,77,11,Normal
57,8,91,22,50,7,Normal
47,6,77,22,38,9,Normal
61,7,108,50,49,12,Normal
50,4,110,6,41,8,Normal
51,6,77,11,44,7,Normal
58,7,74,13,49,8,Normal
78,7,278,15,74,3,Normal
63,6,114,13,53,10,Normal
58,7,144,26,53,5,Normal
64,3,231,8,54,10,Normal
61,4,184,8,54,7,Normal
47,6,118,41,33,14,Normal
52,5,110,17,45,7,Normal
64,6,131,33,60,4,Normal
76,6,205,19,73,3,Normal
56,3,122,22,50,6,Normal
58,6,157,17,51,7,Normal
77,6,196,29,67,10,Normal
107,4,210,33,92,15,Normal
66,8,120,34,63,3,Normal
57,5,108,30,53,4,Normal
76,5,728,27,74,2,Normal
85,5,139,9,72,13,Normal
66,6,99,29,59,7,Normal
73,7,147,25,58,15,Normal
87,4,203,21,68,19,Normal
73,7,165,44,65,8,Virus
90,7,186,18,84,6,Virus
113,5,259,50,96,17,Virus
126,7,282,36,111,15,Virus
102,7,238,66,93,9,Virus
60,6,138,38,55,5,Virus
117,8,377,32,106,11,Virus
96,6,288,58,82,14,Virus
94,7,274,134,87,7,Virus
89,7,218,63,83,5,Virus
87,7,196,33,73,11,Virus
87,4,164,16,70,17,Virus
133,6,323,30,116,17,Virus
178,9,428,40,166,12,Virus
103,6,245,43,87,16,Virus
101,6,261,29,85,16,Virus
99,6,291,33,83,16,Virus
104,6,264,104,82,22,Virus
112,5,286,106,103,9,Virus
96,7,251,31,81,15,Virus
127,9,321,55,117,10,Virus
123,7,351,41,113,10,Virus
104,10,208,179,82,22,Virus
110,11,280,677,97,13,Virus
116,7,288,51,90,26,Virus
154,8,369,93,123,31,Virus
135,7,278,45,107,28,Virus
120,7,400,36,109,11,Virus
149,5,563,111,138,11,Virus
197,7,898,38,183,14,Virus
148,6,621,57,131,17,Virus
181,7,508,52,170,11,Virus
138,7,434,82,126,12,Virus
139,7,369,105,117,22,Virus
161,7,478,105,143,18,Virus
194,7,591,106,169,24,Virus
277,8,802,52,256,21,Virus
272,4,806,47,245,27,Virus
154,7,393,63,123,31,Virus
176,7,456,92,136,39,Virus
260,6,634,85,236,24,Virus
233,7,580,78,218,15,Virus
368,8,1086,216,336,32,Virus
275,7,704,162,252,22,Virus
275,7,768,97,253,20,Virus
254,7,578,190,220,31,Virus
222,7,642,55,210,11,Virus
246,9,966,154,223,23,Virus
179,6,526,189,164,15,Virus
225,10,739,136,196,29,Virus
178,6,719,109,148,30,Virus
281,9,801,145,257,24,Virus
341,8,1314,117,308,33,Virus
265,7,1123,77,239,26,Virus
156,8,480,199,133,23,Virus
225,8,546,51,193,32,Virus
222,9,544,97,173,49,Virus
189,9,661,87,154,35,Virus
221,7,595,212,186,35,Virus
298,8,744,138,264,34,Virus
327,6,843,110,305,22,Virus
298,8,887,188,268,30,Virus
242,6,668,91,212,30,Virus
220,8,539,155,197,23,Virus
176,9,385,200,146,30,Virus
228,8,727,117,189,39,Virus
251,9,786,193,203,48,Virus
224,8,870,82,195,29,Virus
207,7,679,86,180,27,Virus
295,9,743,69,269,26,Virus
346,8,840,87,317,29,Virus
166,9,437,100,145,21,Virus
295,9,896,130,254,41,Virus
289,8,1008,143,240,49,Virus
325,8,1225,132,264,60,Virus
218,8,537,86,179,39,Virus
257,8,771,173,236,21,Virus
232,8,814,162,220,12,Virus
255,6,837,120,236,19,Virus
247,7,731,95,223,24,Virus
287,11,1279,157,263,24,Virus
219,8,901,89,198,21,Virus
237,8,698,97,212,25,Virus
190,6,661,84,173,17,Virus
338,8,1063,165,320,18,Virus
445,9,1914,154,409,36,Virus
316,8,1037,162,289,27,Virus
250,9,713,233,227,23,Virus
306,5,887,73,268,38,Virus
523,9,1814,127,479,44,Virus
1183,8,4352,119,1075,108,Virus
711,7,3070,70,641,70,Virus
234,8,664,86,207,27,Virus
191,7,528,102,169,22,Virus
326,8,1195,103,287,39,Virus
227,8,796,104,199,28,Virus
219,9,545,90,197,22,Virus
222,8,584,76,206,16,Virus
280,7,705,129,252,28,Virus
537,9,1434,156,492,45,Virus
199,6,593,67,179,20,Virus
190,7,422,46,174,16,Virus
231,7,497,74,200,31,Virus
200,8,457,101,171,29,Virus
166,6,379,74,155,11,Virus
279,9,651,144,253,24,Virus
